Top Charts from 2022-04-02,Beer Never Broke My Heart,What You See Is What You Get,https://open.spotify.com/track/7aEtlGHoiPAfRB084NiDmx
Top Charts from 2022-04-02,I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),https://open.spotify.com/track/6AtZLIzUINvExIUy4QhdjP
Top Charts from 2022-04-02,DÁKITI,EL ÚLTIMO TOUR DEL MUNDO,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
Top Charts from 2022-04-02,Happier Than Ever,Happier Than Ever,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
Top Charts from 2022-04-02,Hall of Fame,#3 Deluxe Version,https://open.spotify.com/track/0FB5ILDICqwK6xj7W1RP9u
Top Charts from 2022-04-02,Out of Time,Dawn FM,https://open.spotify.com/track/2SLwbpExuoBDZBpjfefCtV
Top Charts from 2022-04-02,Grandson For President,What It Means To Be King,https://open.spotify.com/track/3Q6PH4wXqxKZBn3C0iSTaE
Top Charts from 2022-04-02,MOTOMAMI,MOTOMAMI,https://open.spotify.com/track/6ygEPi8EtVkUO0Xarcgs63
Top Charts from 2022-04-02,Legends Never Die,Legends Never Die,https://open.spotify.com/track/4LhgwcTWwJQc6DFTkLXVEc
Top Charts from 2022-04-02,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],https://open.spotify.com/track/46NBoIAHrmR7qcUGCIFEjR
Top Charts from 2022-04-02,Rumours (Digi Digi) - Radio Edit,Rumours (Digi Digi ),https://open.spotify.com/track/6sgOghtm8axbAHnBt4WDRA
Top Charts from 2022-04-02,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
Top Charts from 2022-04-02,Great Balls Of Fire,Great Balls Of Fire,https://open.spotify.com/track/5jw1zzcYFivmuJK52JrnMK
Top Charts from 2022-04-02,If You Don't Know Me by Now - 2008 Remaster,A New Flame (Expanded Version),https://open.spotify.com/track/7DFawVSjI88xR9mjnWwURg
Top Charts from 2022-04-02,Prophecy,Prophecy,https://open.spotify.com/track/0PVqmGnFNOQmHD1prOk2UI
Top Charts from 2022-04-02,No Love (with SZA),Still Over It,https://open.spotify.com/track/08SB2OtZkaliju77WYEKxk
Top Charts from 2022-04-02,IGOR'S THEME,IGOR,https://open.spotify.com/track/51RN0kzWd7xeR4th5HsEtW
Top Charts from 2022-04-02,Shake That,Curtain Call: The Hits (Deluxe Edition),https://open.spotify.com/track/0fGh0trRN1xz3s41r7V5ce
Top Charts from 2022-04-02,Ekstravaganza,Ekstravaganza,https://open.spotify.com/track/6zo5RiLu7zmv0iBQxp1c9A
Top Charts from 2022-04-02,Moon,Donda,https://open.spotify.com/track/7CC6UbCs4iGsePSzFxYxNn
Top Charts from 2022-04-02,"My Shot (From ""Hamilton: An American Musical"") [Cover]","Hamilton: An American Musical, Pt. 1 (Cover)",https://open.spotify.com/track/2ZjZmn2b4hXXVRlNyZ78fG
Top Charts from 2022-04-02,Colors,Black Pumas,https://open.spotify.com/track/6J3HNhDBIwEX11bX8hzx5u
Top Charts from 2022-04-02,All Falls Down,The College Dropout,https://open.spotify.com/track/5SkRLpaGtvYPhw02vZhQQ9
Top Charts from 2022-04-02,Diamonds,Unapologetic (Deluxe),https://open.spotify.com/track/6O20JhBJPePEkBdrB5sqRx
Top Charts from 2022-04-02,Time Today,A Gangsta’s Pain,https://open.spotify.com/track/0YrKSfpvflYnLSBd4Jtu6J
Kokteli na vodi,Wavin' Flag - Coca-Cola® Celebration Mix,Troubadour (Champion Edition - Asian Version),https://open.spotify.com/track/4nOygULhEuDO5ZBRNPFaso
Kokteli na vodi,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Listen Up! The Official 2010 FIFA World Cup Album,https://open.spotify.com/track/6bNB5gxFX6Q87DbQWb8OWZ
Kokteli na vodi,Magic in the Air (feat. Ahmed Chawki),Africainement vôtre,https://open.spotify.com/track/3s6ltUrI93LBKU8taezsLn
Kokteli na vodi,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V
Kokteli na vodi,Timber,Global Warming: Meltdown (Deluxe Version),https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS
Kokteli na vodi,La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira. (Expanded Edition) [Spanish Version],https://open.spotify.com/track/6i2kn3iS5WKzsaYBdeHLIQ
Kokteli na vodi,On The Floor,Love?,https://open.spotify.com/track/3C0nOe05EIt1390bVABLyN
